Tarix,Vaxt (Bakı),Coin,İstiqamət,Təklif Olunan Miqdar,Qiymət,Təklif Olunan Ölçü (USD),Gözlənilən Hədəf,Gözlənilən Dəyişim (%),Status,Qeyd
2026-08-01,19:06:36,BTCUSDT,,,63120.64,,,,GÖZLƏ,"Trend DÜŞÜŞDÜR (qiymət EMA(200)-dən -1.90% aşağıda) — SHORT siqnalı üçün qısamüddətli yuxarı sıçrayış (bounce) gözlənilir: şam RSI(3) > 85 ilə BAĞLANMALIDIR, son bağlanmış şamda 42.70-dir. Qiymət müvəqqəti qalxanda siqnal gələcək."
2026-08-01,19:06:36,ETHUSDT,,,1873.93,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 1.24% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 32.13-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-01,19:06:36,PAXGUSDT,,,4046.32,,,,GÖZLƏ,"Trend DÜŞÜŞDÜR, amma giriş üçün EMA(9)-un EMA(20)-ni aşağı kəsməsi və şamın bağlanması ilə təsdiqi gözlənilir — hazırda EMA9 aşağıdadır, amma kəsişmə köhnədir (gecikmiş giriş riskli). Yeni düşüş dalğası şam bağlanışı ilə təsdiqlənəndə siqnal gələcək."
2026-08-01,20:09:50,BTCUSDT,,,62967.86,,,,GÖZLƏ,"Trend DÜŞÜŞDÜR (qiymət EMA(200)-dən -2.12% aşağıda) — SHORT siqnalı üçün qısamüddətli yuxarı sıçrayış (bounce) gözlənilir: şam RSI(3) > 85 ilə BAĞLANMALIDIR, son bağlanmış şamda 33.79-dir. Qiymət müvəqqəti qalxanda siqnal gələcək."
2026-08-01,20:09:50,ETHUSDT,,,1869.59,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 1.00% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 49.19-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-01,20:09:50,PAXGUSDT,,,4044.82,,,,GÖZLƏ,"Trend DÜŞÜŞDÜR, amma giriş üçün EMA(9)-un EMA(20)-ni aşağı kəsməsi və şamın bağlanması ilə təsdiqi gözlənilir — hazırda EMA9 aşağıdadır, amma kəsişmə köhnədir (gecikmiş giriş riskli). Yeni düşüş dalğası şam bağlanışı ilə təsdiqlənəndə siqnal gələcək."
2026-08-01,21:33:14,BTCUSDT,,,62796.01,,,,GÖZLƏ,"Trend DÜŞÜŞDÜR (qiymət EMA(200)-dən -2.38% aşağıda) — SHORT siqnalı üçün qısamüddətli yuxarı sıçrayış (bounce) gözlənilir: şam RSI(3) > 85 ilə BAĞLANMALIDIR, son bağlanmış şamda 33.79-dir. Qiymət müvəqqəti qalxanda siqnal gələcək."
2026-08-01,21:33:14,ETHUSDT,,,1862.46,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 0.62% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 49.19-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-01,21:33:15,PAXGUSDT,,,4042.10,,,,GÖZLƏ,"Trend DÜŞÜŞDÜR, amma giriş üçün EMA(9)-un EMA(20)-ni aşağı kəsməsi və şamın bağlanması ilə təsdiqi gözlənilir — hazırda EMA9 aşağıdadır, amma kəsişmə köhnədir (gecikmiş giriş riskli). Yeni düşüş dalğası şam bağlanışı ilə təsdiqlənəndə siqnal gələcək."
2026-08-01,22:32:08,BTCUSDT,,,62320.01,,,,GÖZLƏ,"Trend DÜŞÜŞDÜR (qiymət EMA(200)-dən -3.12% aşağıda) — SHORT siqnalı üçün qısamüddətli yuxarı sıçrayış (bounce) gözlənilir: şam RSI(3) > 85 ilə BAĞLANMALIDIR, son bağlanmış şamda 33.79-dir. Qiymət müvəqqəti qalxanda siqnal gələcək."
2026-08-01,22:32:08,ETHUSDT,,,1836.10,,,,GÖZLƏ,"Trend DÜŞÜŞDÜR (qiymət EMA(200)-dən -0.79% aşağıda) — SHORT siqnalı üçün qısamüddətli yuxarı sıçrayış (bounce) gözlənilir: şam RSI(3) > 85 ilə BAĞLANMALIDIR, son bağlanmış şamda 49.19-dir. Qiymət müvəqqəti qalxanda siqnal gələcək."
2026-08-01,22:32:08,PAXGUSDT,,,4038.55,,,,GÖZLƏ,"Trend DÜŞÜŞDÜR, amma giriş üçün EMA(9)-un EMA(20)-ni aşağı kəsməsi və şamın bağlanması ilə təsdiqi gözlənilir — hazırda EMA9 aşağıdadır, amma kəsişmə köhnədir (gecikmiş giriş riskli). Yeni düşüş dalğası şam bağlanışı ilə təsdiqlənəndə siqnal gələcək."
2026-08-01,23:45:06,BTCUSDT,,,62479.99,,,,GÖZLƏ,"Trend DÜŞÜŞDÜR (qiymət EMA(200)-dən -2.87% aşağıda) — SHORT siqnalı üçün qısamüddətli yuxarı sıçrayış (bounce) gözlənilir: şam RSI(3) > 85 ilə BAĞLANMALIDIR, son bağlanmış şamda 33.79-dir. Qiymət müvəqqəti qalxanda siqnal gələcək."
2026-08-01,23:45:06,ETHUSDT,,,1836.20,,,,GÖZLƏ,"Trend DÜŞÜŞDÜR (qiymət EMA(200)-dən -0.79% aşağıda) — SHORT siqnalı üçün qısamüddətli yuxarı sıçrayış (bounce) gözlənilir: şam RSI(3) > 85 ilə BAĞLANMALIDIR, son bağlanmış şamda 49.19-dir. Qiymət müvəqqəti qalxanda siqnal gələcək."
2026-08-01,23:45:07,PAXGUSDT,,,4047.32,,,,GÖZLƏ,"Trend DÜŞÜŞDÜR, amma giriş üçün EMA(9)-un EMA(20)-ni aşağı kəsməsi və şamın bağlanması ilə təsdiqi gözlənilir — hazırda EMA9 aşağıdadır, amma kəsişmə köhnədir (gecikmiş giriş riskli). Yeni düşüş dalğası şam bağlanışı ilə təsdiqlənəndə siqnal gələcək."
2026-08-02,01:01:20,BTCUSDT,,,62698.00,,,,GÖZLƏ,"Trend DÜŞÜŞDÜR (qiymət EMA(200)-dən -2.51% aşağıda) — SHORT siqnalı üçün qısamüddətli yuxarı sıçrayış (bounce) gözlənilir: şam RSI(3) > 85 ilə BAĞLANMALIDIR, son bağlanmış şamda 10.67-dir. Qiymət müvəqqəti qalxanda siqnal gələcək."
2026-08-02,01:01:20,ETHUSDT,,,1839.51,,,,GÖZLƏ,"Trend DÜŞÜŞDÜR (qiymət EMA(200)-dən -0.60% aşağıda) — SHORT siqnalı üçün qısamüddətli yuxarı sıçrayış (bounce) gözlənilir: şam RSI(3) > 85 ilə BAĞLANMALIDIR, son bağlanmış şamda 10.09-dir. Qiymət müvəqqəti qalxanda siqnal gələcək."
2026-08-02,01:01:20,PAXGUSDT,,,4048.29,,,,GÖZLƏ,"Trend DÜŞÜŞDÜR, amma giriş üçün EMA(9)-un EMA(20)-ni aşağı kəsməsi və şamın bağlanması ilə təsdiqi gözlənilir — hazırda EMA9 aşağıdadır, amma kəsişmə köhnədir (gecikmiş giriş riskli). Yeni düşüş dalğası şam bağlanışı ilə təsdiqlənəndə siqnal gələcək."
2026-08-02,02:00:59,BTCUSDT,,,62820.01,,,,GÖZLƏ,"Trend DÜŞÜŞDÜR (qiymət EMA(200)-dən -2.32% aşağıda) — SHORT siqnalı üçün qısamüddətli yuxarı sıçrayış (bounce) gözlənilir: şam RSI(3) > 85 ilə BAĞLANMALIDIR, son bağlanmış şamda 10.67-dir. Qiymət müvəqqəti qalxanda siqnal gələcək."
2026-08-02,02:00:59,ETHUSDT,,,1845.94,,,,GÖZLƏ,"Trend DÜŞÜŞDÜR (qiymət EMA(200)-dən -0.26% aşağıda) — SHORT siqnalı üçün qısamüddətli yuxarı sıçrayış (bounce) gözlənilir: şam RSI(3) > 85 ilə BAĞLANMALIDIR, son bağlanmış şamda 10.09-dir. Qiymət müvəqqəti qalxanda siqnal gələcək."
2026-08-02,02:00:59,PAXGUSDT,,,4049.06,,,,GÖZLƏ,"Trend DÜŞÜŞDÜR, amma giriş üçün EMA(9)-un EMA(20)-ni aşağı kəsməsi və şamın bağlanması ilə təsdiqi gözlənilir — hazırda EMA9 aşağıdadır, amma kəsişmə köhnədir (gecikmiş giriş riskli). Yeni düşüş dalğası şam bağlanışı ilə təsdiqlənəndə siqnal gələcək."
2026-08-02,02:59:42,BTCUSDT,,,62831.28,,,,GÖZLƏ,"Trend DÜŞÜŞDÜR (qiymət EMA(200)-dən -2.30% aşağıda) — SHORT siqnalı üçün qısamüddətli yuxarı sıçrayış (bounce) gözlənilir: şam RSI(3) > 85 ilə BAĞLANMALIDIR, son bağlanmış şamda 10.67-dir. Qiymət müvəqqəti qalxanda siqnal gələcək."
2026-08-02,02:59:42,ETHUSDT,,,1847.37,,,,GÖZLƏ,"Trend DÜŞÜŞDÜR (qiymət EMA(200)-dən -0.18% aşağıda) — SHORT siqnalı üçün qısamüddətli yuxarı sıçrayış (bounce) gözlənilir: şam RSI(3) > 85 ilə BAĞLANMALIDIR, son bağlanmış şamda 10.09-dir. Qiymət müvəqqəti qalxanda siqnal gələcək."
2026-08-02,02:59:43,PAXGUSDT,,,4049.37,,,,GÖZLƏ,"Trend DÜŞÜŞDÜR, amma giriş üçün EMA(9)-un EMA(20)-ni aşağı kəsməsi və şamın bağlanması ilə təsdiqi gözlənilir — hazırda EMA9 aşağıdadır, amma kəsişmə köhnədir (gecikmiş giriş riskli). Yeni düşüş dalğası şam bağlanışı ilə təsdiqlənəndə siqnal gələcək."
2026-08-02,04:02:22,BTCUSDT,,,62865.42,,,,GÖZLƏ,"Trend DÜŞÜŞDÜR (qiymət EMA(200)-dən -2.23% aşağıda) — SHORT siqnalı üçün qısamüddətli yuxarı sıçrayış (bounce) gözlənilir: şam RSI(3) > 85 ilə BAĞLANMALIDIR, son bağlanmış şamda 45.26-dir. Qiymət müvəqqəti qalxanda siqnal gələcək."
2026-08-02,04:02:22,ETHUSDT,,,1846.85,,,,GÖZLƏ,"Trend DÜŞÜŞDÜR (qiymət EMA(200)-dən -0.20% aşağıda) — SHORT siqnalı üçün qısamüddətli yuxarı sıçrayış (bounce) gözlənilir: şam RSI(3) > 85 ilə BAĞLANMALIDIR, son bağlanmış şamda 29.64-dir. Qiymət müvəqqəti qalxanda siqnal gələcək."
2026-08-02,04:02:22,PAXGUSDT,,,4048.41,,,,GÖZLƏ,"Trend DÜŞÜŞDÜR, amma giriş üçün EMA(9)-un EMA(20)-ni aşağı kəsməsi və şamın bağlanması ilə təsdiqi gözlənilir — hazırda EMA9 aşağıdadır, amma kəsişmə köhnədir (gecikmiş giriş riskli). Yeni düşüş dalğası şam bağlanışı ilə təsdiqlənəndə siqnal gələcək."
2026-08-02,07:36:34,BTCUSDT,,,63484.00,,,,GÖZLƏ,"Trend DÜŞÜŞDÜR (qiymət EMA(200)-dən -1.27% aşağıda) — SHORT siqnalı üçün qısamüddətli yuxarı sıçrayış (bounce) gözlənilir: şam RSI(3) > 85 ilə BAĞLANMALIDIR, son bağlanmış şamda 45.26-dir. Qiymət müvəqqəti qalxanda siqnal gələcək."
2026-08-02,07:36:34,ETHUSDT,,,1878.47,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 1.49% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 29.64-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-02,07:36:34,PAXGUSDT,,,4059.64,,,,GÖZLƏ,"Trend DÜŞÜŞDÜR, amma giriş üçün EMA(9)-un EMA(20)-ni aşağı kəsməsi və şamın bağlanması ilə təsdiqi gözlənilir — hazırda EMA9 aşağıdadır, amma kəsişmə köhnədir (gecikmiş giriş riskli). Yeni düşüş dalğası şam bağlanışı ilə təsdiqlənəndə siqnal gələcək."
2026-08-02,10:19:30,BTCUSDT,,,63443.04,,,,GÖZLƏ,"Trend DÜŞÜŞDÜR (qiymət EMA(200)-dən -1.32% aşağıda) — SHORT siqnalı üçün qısamüddətli yuxarı sıçrayış (bounce) gözlənilir: şam RSI(3) > 85 ilə BAĞLANMALIDIR, son bağlanmış şamda 75.80-dir. Qiymət müvəqqəti qalxanda siqnal gələcək."
2026-08-02,10:19:31,ETHUSDT,,,1875.60,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 1.32% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 70.52-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-02,10:19:31,PAXGUSDT,,,4060.56,,,,GÖZLƏ,"Trend DÜŞÜŞDÜR, amma giriş üçün EMA(9)-un EMA(20)-ni aşağı kəsməsi və şamın bağlanması ilə təsdiqi gözlənilir — hazırda EMA9 aşağıdadır, amma kəsişmə köhnədir (gecikmiş giriş riskli). Yeni düşüş dalğası şam bağlanışı ilə təsdiqlənəndə siqnal gələcək."
2026-08-02,12:56:13,BTCUSDT,,,63216.08,,,,GÖZLƏ,"Trend DÜŞÜŞDÜR (qiymət EMA(200)-dən -1.66% aşağıda) — SHORT siqnalı üçün qısamüddətli yuxarı sıçrayış (bounce) gözlənilir: şam RSI(3) > 85 ilə BAĞLANMALIDIR, son bağlanmış şamda 77.13-dir. Qiymət müvəqqəti qalxanda siqnal gələcək."
2026-08-02,12:56:13,ETHUSDT,,,1869.58,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 0.99% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 68.09-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-02,12:56:13,PAXGUSDT,,,4059.65,,,,GÖZLƏ,"Trend DÜŞÜŞDÜR, amma giriş üçün EMA(9)-un EMA(20)-ni aşağı kəsməsi və şamın bağlanması ilə təsdiqi gözlənilir — hazırda EMA9 aşağıdadır, amma kəsişmə köhnədir (gecikmiş giriş riskli). Yeni düşüş dalğası şam bağlanışı ilə təsdiqlənəndə siqnal gələcək."
2026-08-02,14:44:43,BTCUSDT,,,63202.02,,,,GÖZLƏ,"Trend DÜŞÜŞDÜR (qiymət EMA(200)-dən -1.68% aşağıda) — SHORT siqnalı üçün qısamüddətli yuxarı sıçrayış (bounce) gözlənilir: şam RSI(3) > 85 ilə BAĞLANMALIDIR, son bağlanmış şamda 77.13-dir. Qiymət müvəqqəti qalxanda siqnal gələcək."
2026-08-02,14:44:43,ETHUSDT,,,1869.11,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 0.96% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 68.09-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-02,14:44:44,PAXGUSDT,,,4059.79,,,,GÖZLƏ,"Trend DÜŞÜŞDÜR, amma giriş üçün EMA(9)-un EMA(20)-ni aşağı kəsməsi və şamın bağlanması ilə təsdiqi gözlənilir — hazırda EMA9 aşağıdadır, amma kəsişmə köhnədir (gecikmiş giriş riskli). Yeni düşüş dalğası şam bağlanışı ilə təsdiqlənəndə siqnal gələcək."
2026-08-02,16:08:09,BTCUSDT,,,63119.99,,,,GÖZLƏ,"Trend DÜŞÜŞDÜR (qiymət EMA(200)-dən -1.79% aşağıda) — SHORT siqnalı üçün qısamüddətli yuxarı sıçrayış (bounce) gözlənilir: şam RSI(3) > 85 ilə BAĞLANMALIDIR, son bağlanmış şamda 40.99-dir. Qiymət müvəqqəti qalxanda siqnal gələcək."
2026-08-02,16:08:09,ETHUSDT,,,1854.90,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 0.20% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 35.58-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-02,16:08:09,PAXGUSDT,,,4059.82,,,,GÖZLƏ,"Trend DÜŞÜŞDÜR, amma giriş üçün EMA(9)-un EMA(20)-ni aşağı kəsməsi və şamın bağlanması ilə təsdiqi gözlənilir — hazırda EMA9 aşağıdadır, amma kəsişmə köhnədir (gecikmiş giriş riskli). Yeni düşüş dalğası şam bağlanışı ilə təsdiqlənəndə siqnal gələcək."
2026-08-02,18:10:00,BTCUSDT,,,63067.01,,,,GÖZLƏ,"Trend DÜŞÜŞDÜR (qiymət EMA(200)-dən -1.87% aşağıda) — SHORT siqnalı üçün qısamüddətli yuxarı sıçrayış (bounce) gözlənilir: şam RSI(3) > 85 ilə BAĞLANMALIDIR, son bağlanmış şamda 40.99-dir. Qiymət müvəqqəti qalxanda siqnal gələcək."
2026-08-02,18:10:00,ETHUSDT,,,1853.55,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 0.13% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 35.58-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-02,18:10:01,PAXGUSDT,,,4060.15,,,,GÖZLƏ,"Trend DÜŞÜŞDÜR, amma giriş üçün EMA(9)-un EMA(20)-ni aşağı kəsməsi və şamın bağlanması ilə təsdiqi gözlənilir — hazırda EMA9 aşağıdadır, amma kəsişmə köhnədir (gecikmiş giriş riskli). Yeni düşüş dalğası şam bağlanışı ilə təsdiqlənəndə siqnal gələcək."
2026-08-02,19:40:18,BTCUSDT,,,63136.01,,,,GÖZLƏ,"Trend DÜŞÜŞDÜR (qiymət EMA(200)-dən -1.76% aşağıda) — SHORT siqnalı üçün qısamüddətli yuxarı sıçrayış (bounce) gözlənilir: şam RSI(3) > 85 ilə BAĞLANMALIDIR, son bağlanmış şamda 40.99-dir. Qiymət müvəqqəti qalxanda siqnal gələcək."
2026-08-02,19:40:19,ETHUSDT,,,1859.94,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 0.47% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 35.58-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-02,19:40:19,PAXGUSDT,,,4059.76,,,,GÖZLƏ,"Trend DÜŞÜŞDÜR, amma giriş üçün EMA(9)-un EMA(20)-ni aşağı kəsməsi və şamın bağlanması ilə təsdiqi gözlənilir — hazırda EMA9 aşağıdadır, amma kəsişmə köhnədir (gecikmiş giriş riskli). Yeni düşüş dalğası şam bağlanışı ilə təsdiqlənəndə siqnal gələcək."
2026-08-02,21:07:53,BTCUSDT,,,63166.00,,,,GÖZLƏ,"Trend DÜŞÜŞDÜR (qiymət EMA(200)-dən -1.70% aşağıda) — SHORT siqnalı üçün qısamüddətli yuxarı sıçrayış (bounce) gözlənilir: şam RSI(3) > 85 ilə BAĞLANMALIDIR, son bağlanmış şamda 47.05-dir. Qiymət müvəqqəti qalxanda siqnal gələcək."
2026-08-02,21:07:53,ETHUSDT,,,1863.51,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 0.66% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 45.87-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-02,21:07:53,PAXGUSDT,,,4062.25,,,,GÖZLƏ,"Trend DÜŞÜŞDÜR, amma giriş üçün EMA(9)-un EMA(20)-ni aşağı kəsməsi və şamın bağlanması ilə təsdiqi gözlənilir — hazırda EMA9 hələ EMA20-nin üstündədir. Yeni düşüş dalğası şam bağlanışı ilə təsdiqlənəndə siqnal gələcək."
2026-08-02,22:32:04,BTCUSDT,,,63291.29,,,,GÖZLƏ,"Trend DÜŞÜŞDÜR (qiymət EMA(200)-dən -1.51% aşağıda) — SHORT siqnalı üçün qısamüddətli yuxarı sıçrayış (bounce) gözlənilir: şam RSI(3) > 85 ilə BAĞLANMALIDIR, son bağlanmış şamda 47.05-dir. Qiymət müvəqqəti qalxanda siqnal gələcək."
2026-08-02,22:32:04,ETHUSDT,,,1869.53,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 0.98% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 45.87-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-02,22:32:04,PAXGUSDT,,,4067.01,,,,GÖZLƏ,"Trend DÜŞÜŞDÜR, amma giriş üçün EMA(9)-un EMA(20)-ni aşağı kəsməsi və şamın bağlanması ilə təsdiqi gözlənilir — hazırda EMA9 hələ EMA20-nin üstündədir. Yeni düşüş dalğası şam bağlanışı ilə təsdiqlənəndə siqnal gələcək."
2026-08-02,23:44:45,BTCUSDT,,,63393.23,,,,GÖZLƏ,"Trend DÜŞÜŞDÜR (qiymət EMA(200)-dən -1.35% aşağıda) — SHORT siqnalı üçün qısamüddətli yuxarı sıçrayış (bounce) gözlənilir: şam RSI(3) > 85 ilə BAĞLANMALIDIR, son bağlanmış şamda 47.05-dir. Qiymət müvəqqəti qalxanda siqnal gələcək."
2026-08-02,23:44:45,ETHUSDT,,,1878.78,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 1.47% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 45.87-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-02,23:44:45,PAXGUSDT,,,4066.00,,,,GÖZLƏ,"Trend DÜŞÜŞDÜR, amma giriş üçün EMA(9)-un EMA(20)-ni aşağı kəsməsi və şamın bağlanması ilə təsdiqi gözlənilir — hazırda EMA9 hələ EMA20-nin üstündədir. Yeni düşüş dalğası şam bağlanışı ilə təsdiqlənəndə siqnal gələcək."
2026-08-03,01:02:06,BTCUSDT,,,63479.45,,,,GÖZLƏ,"Trend DÜŞÜŞDÜR (qiymət EMA(200)-dən -1.20% aşağıda) — SHORT siqnalı üçün qısamüddətli yuxarı sıçrayış (bounce) gözlənilir: şam RSI(3) > 85 ilə BAĞLANMALIDIR, son bağlanmış şamda 68.70-dir. Qiymət müvəqqəti qalxanda siqnal gələcək."
2026-08-03,01:02:06,ETHUSDT,,,1882.84,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 1.68% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 71.47-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-03,01:02:06,PAXGUSDT,,,4067.43,,,,GÖZLƏ,"Trend DÜŞÜŞDÜR, amma giriş üçün EMA(9)-un EMA(20)-ni aşağı kəsməsi və şamın bağlanması ilə təsdiqi gözlənilir — hazırda EMA9 hələ EMA20-nin üstündədir. Yeni düşüş dalğası şam bağlanışı ilə təsdiqlənəndə siqnal gələcək."
2026-08-03,02:00:54,BTCUSDT,,,63672.53,,,,GÖZLƏ,"Trend DÜŞÜŞDÜR (qiymət EMA(200)-dən -0.91% aşağıda) — SHORT siqnalı üçün qısamüddətli yuxarı sıçrayış (bounce) gözlənilir: şam RSI(3) > 85 ilə BAĞLANMALIDIR, son bağlanmış şamda 68.70-dir. Qiymət müvəqqəti qalxanda siqnal gələcək."
2026-08-03,02:00:54,ETHUSDT,,,1894.97,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 2.32% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 71.47-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-03,02:00:54,PAXGUSDT,,,4072.45,,,,GÖZLƏ,"Trend DÜŞÜŞDÜR, amma giriş üçün EMA(9)-un EMA(20)-ni aşağı kəsməsi və şamın bağlanması ilə təsdiqi gözlənilir — hazırda EMA9 hələ EMA20-nin üstündədir. Yeni düşüş dalğası şam bağlanışı ilə təsdiqlənəndə siqnal gələcək."
2026-08-03,03:00:47,BTCUSDT,,,63394.01,,,,GÖZLƏ,"Trend DÜŞÜŞDÜR (qiymət EMA(200)-dən -1.34% aşağıda) — SHORT siqnalı üçün qısamüddətli yuxarı sıçrayış (bounce) gözlənilir: şam RSI(3) > 85 ilə BAĞLANMALIDIR, son bağlanmış şamda 68.70-dir. Qiymət müvəqqəti qalxanda siqnal gələcək."
2026-08-03,03:00:47,ETHUSDT,,,1880.59,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 1.55% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 71.47-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-03,03:00:47,PAXGUSDT,,,4063.12,,,,GÖZLƏ,"Trend DÜŞÜŞDÜR, amma giriş üçün EMA(9)-un EMA(20)-ni aşağı kəsməsi və şamın bağlanması ilə təsdiqi gözlənilir — hazırda EMA9 hələ EMA20-nin üstündədir. Yeni düşüş dalğası şam bağlanışı ilə təsdiqlənəndə siqnal gələcək."
2026-08-03,04:03:34,BTCUSDT,,,63499.32,,,,GÖZLƏ,"Trend DÜŞÜŞDÜR (qiymət EMA(200)-dən -1.16% aşağıda) — SHORT siqnalı üçün qısamüddətli yuxarı sıçrayış (bounce) gözlənilir: şam RSI(3) > 85 ilə BAĞLANMALIDIR, son bağlanmış şamda 73.95-dir. Qiymət müvəqqəti qalxanda siqnal gələcək."
